Date,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,province,country,Admissions,ICU,Un_known,Un_known.D7,Age.1_4,Age.D7.1_4,Age.5_14,Age.D7.5_14,Age.15_24,Age.D7.15_24,Age.25_34,Age.D7.25_34,Age.35_44,Age.D7.35_44,Age.45_54,Age.D7.45_54,Age.55_64,Age.D7.55_64,Age.65plus,Age.D7.65plus
2020-12-15,77193,5516,653,12644,10245,58,52,183,343,432,688,794,2964,36384,40770,39,2064,5196,13410,12943,12126,11633,8206,11587,39,30,68,1,291,NA,Ireland,27,4,2,0.7142857142857143,18,11.142857142857142,58,42.857142857142854,63,53,65,53.714285714285715,78,54.57142857142857,67,48.42857142857143,47,32.42857142857143,31,32.42857142857143
2020-12-16,77672,5549,654,12702,10288,58,53,184,345,434,692,797,2984,36627,41006,39,2082,5233,13482,13031,12194,11711,8269,11642,39,30,68,1,292,NA,Ireland,33,1,0,0.7142857142857143,18,12.142857142857142,37,42.285714285714285,72,57.857142857142854,88,59.57142857142857,68,57.57142857142857,78,53.285714285714285,63,34.714285714285715,55,36.42857142857143
2020-12-17,78249,5570,654,12771,10339,58,53,186,348,436,693,798,2996,36933,41270,46,2101,5279,13553,13158,12279,11783,8347,11721,39,30,68,1,293,NA,Ireland,21,0,7,1.7142857142857142,19,12.857142857142858,46,44.142857142857146,71,60,127,69.57142857142857,85,62.142857142857146,72,56,78,42.714285714285715,79,44
2020-12-18,78778,5595,654,12812,10391,58,54,187,350,438,697,801,3008,37204,41527,47,2124,5338,13623,13255,12375,11866,8406,11763,39,30,67,1,294,NA,Ireland,25,0,1,1.7142857142857142,23,14.714285714285714,59,48.142857142857146,70,65,97,76.14285714285714,96,70.42857142857143,83,62.142857142857146,59,48.42857142857143,42,46.714285714285715
2020-12-19,79540,5615,654,12862,10397,58,56,188,350,440,699,803,3009,37609,41884,47,2157,5410,13782,13373,12508,11968,8483,11830,39,30,67,1,295,NA,Ireland,20,0,0,1.5714285714285714,33,16.857142857142858,72,50.142857142857146,159,77.14285714285714,118,82.42857142857143,133,80.71428571428571,102,67,77,54.714285714285715,67,50.142857142857146
2020-12-20,80258,5653,659,12949,10412,58,56,192,351,443,704,809,3038,37959,42252,47,2190,5479,13879,13506,12618,12074,8565,11918,38,30,67,1,296,NA,Ireland,38,5,0,1.5714285714285714,33,21.285714285714285,69,54.42857142857143,97,84.57142857142857,133,96.14285714285714,110,89.57142857142857,106,77.57142857142857,82,63.42857142857143,88,57.285714285714285
2020-12-21,81217,5687,660,13055,10471,58,56,195,352,445,706,817,3056,38428,42745,44,2239,5569,14022,13666,12790,12213,8668,12021,38,30,67,1,297,NA,Ireland,34,1,-3,1,49,27.571428571428573,90,61.57142857142857,143,96.42857142857143,160,112.57142857142857,172,106,139,92.42857142857143,103,72.71428571428571,103,66.42857142857143
2020-12-22,82151,5736,662,13140,10509,59,56,204,356,453,712,823,3071,38844,43261,46,2268,5637,14213,13823,12952,12343,8774,12112,38,30,67,1,298,NA,Ireland,49,2,2,1,29,29.142857142857142,68,63,191,114.71428571428571,157,125.71428571428571,162,118,130,101.42857142857143,106,81.14285714285714,91,75
2020-12-23,83073,5787,667,13228,10557,59,58,210,362,458,717,831,3090,39282,43738,53,2306,5708,14406,14000,13097,12473,8863,12191,38,30,67,1,299,NA,Ireland,51,5,7,2,38,32,71,67.85714285714286,193,132,177,138.42857142857142,145,129,130,108.85714285714286,89,84.85714285714286,79,78.42857142857143
2020-12-24,84092,5837,669,13279,10599,59,60,213,369,462,722,840,3110,39783,44242,67,2343,5787,14601,14193,13275,12606,8968,12289,38,31,66,1,300,NA,Ireland,50,2,14,3,37,34.57142857142857,79,72.57142857142857,195,149.71428571428572,193,147.85714285714286,178,142.28571428571428,133,117.57142857142857,105,88.71428571428571,98,81.14285714285714
2020-12-25,85385,5840,664,13273,10599,59,60,213,367,463,724,840,3112,40445,44864,76,2378,5886,14891,14453,13444,12782,9123,12398,38,31,65,1,301,NA,Ireland,3,0,9,4.142857142857143,35,36.285714285714285,99,78.28571428571429,290,181.14285714285714,260,171.14285714285714,169,152.71428571428572,176,130.85714285714286,155,102.42857142857143,109,90.71428571428571
2020-12-26,86129,5873,666,13284,10610,59,60,214,369,465,727,842,3135,40835,45222,72,2395,5927,15033,14626,13551,12880,9201,12486,38,31,65,1,302,NA,Ireland,33,2,-4,3.5714285714285716,17,34,41,73.85714285714286,142,178.71428571428572,173,179,107,149,98,130.28571428571428,78,102.57142857142857,88,93.71428571428571
2020-12-27,86893,5898,666,13290,10615,60,61,215,373,465,729,844,3149,41237,45579,77,2429,5971,15188,14794,13681,12969,9278,12553,38,32,64,1,303,NA,Ireland,25,0,5,4.285714285714286,34,34.142857142857146,44,70.28571428571429,155,187,168,184,130,151.85714285714286,89,127.85714285714286,77,101.85714285714286,67,90.71428571428571
2020-12-28,88439,5932,671,13316,10623,60,63,217,375,468,739,846,3162,41998,46373,68,2468,6084,15505,15120,13900,13176,9445,12711,38,32,63,1,304,NA,Ireland,34,5,-9,3.4285714285714284,39,32.714285714285715,113,73.57142857142857,317,211.85714285714286,326,207.71428571428572,219,158.57142857142858,207,137.57142857142858,167,111,158,98.57142857142857
2020-12-29,90159,5987,673,13336,10648,61,63,219,379,469,744,855,3195,42852,47238,69,2507,6172,15901,15461,14168,13421,9634,12844,38,32,63,1,305,NA,Ireland,55,2,1,3.2857142857142856,39,34.142857142857146,88,76.42857142857143,396,241.14285714285714,341,234,268,173.71428571428572,245,154,189,122.85714285714286,133,104.57142857142857
2020-12-30,91778,6038,678,13353,10695,61,63,223,392,473,747,857,3220,43646,48056,76,2539,6248,16275,15812,14386,13650,9813,13024,38,33,62,1,306,NA,Ireland,51,5,7,3.2857142857142856,32,33.285714285714285,76,77.14285714285714,374,267,351,258.85714285714283,218,184.14285714285714,229,168.14285714285714,179,135.71428571428572,180,119
2020-12-31,93532,6087,679,13367,10736,61,63,230,396,478,756,863,3238,44492,48956,84,2574,6337,16659,16179,14638,13888,10018,13208,38,33,60,1,307,NA,Ireland,49,1,8,2.4285714285714284,35,33,89,78.57142857142857,384,294,367,283.7142857142857,252,194.71428571428572,238,183.14285714285714,205,150,184,131.28571428571428
2021-01-01,96925,6144,678,13390,10760,61,63,235,406,484,760,870,3263,46111,50721,93,2676,6526,17443,16791,15162,14371,10395,13530,38,34,58,1,308,NA,Ireland,57,0,9,2.4285714285714284,102,42.57142857142857,189,91.42857142857143,784,364.57142857142856,612,334,524,245.42857142857142,483,227,377,181.71428571428572,322,161.71428571428572
2021-01-02,101887,6230,681,13398,10762,62,65,241,413,494,775,879,3299,48526,53265,96,2787,6812,18442,17783,15914,15113,11000,14004,38,36,56,1,309,NA,Ireland,86,3,3,3.4285714285714284,111,56,286,126.42857142857143,999,487,992,451,752,337.57142857142856,742,319,605,257,474,216.85714285714286
2021-01-03,107997,6373,695,13431,10770,66,67,250,428,511,790,893,3366,51437,56461,99,2925,7155,19581,19068,16857,15991,11817,14570,38,38,53,1,310,NA,Ireland,143,14,3,3.142857142857143,138,70.85714285714286,343,169.14285714285714,1139,627.5714285714286,1285,610.5714285714286,943,453.7142857142857,878,431.7142857142857,817,362.7142857142857,566,288.14285714285717
2021-01-04,113318,6451,703,13443,10814,65,67,253,433,516,794,900,3421,53985,59229,104,3044,7476,20631,20122,17686,16762,12489,15075,38,40,50,1,311,NA,Ireland,78,8,5,5.142857142857143,119,82.28571428571429,321,198.85714285714286,1050,732.2857142857143,1054,714.5714285714286,829,540.8571428571429,771,512.2857142857143,672,434.85714285714283,505,337.7142857142857
2021-01-05,121131,6583,711,13472,10858,67,67,256,443,521,809,917,3501,57718,63291,122,3295,7879,21733,21733,18944,17923,13482,15814,37,43,47,1,312,NA,Ireland,132,8,18,7.571428571428571,251,112.57142857142857,403,243.85714285714286,1102,833.1428571428571,1611,896,1258,682.2857142857143,1161,643.1428571428571,993,549.7142857142857,739,424.2857142857143
2021-01-06,127637,6761,750,13486,10912,70,70,264,450,535,836,941,3593,60779,66715,143,3325,8187,23373,23030,20045,18915,14293,16435,37,45,45,1,313,NA,Ireland,178,39,21,9.571428571428571,30,112.28571428571429,308,277,1640,1014,1297,1031.142857142857,1101,808.4285714285714,992,752.1428571428571,811,640,621,487.2857142857143
2021-01-07,135885,6978,759,13504,10963,74,70,271,471,557,848,979,3706,64613,71090,182,3465,8563,24927,24647,21430,20207,15326,17293,37,47,43,1,314,NA,Ireland,217,9,39,14,140,127.28571428571429,376,318,1554,1181.142857142857,1617,1209.7142857142858,1385,970.2857142857143,1292,902.7142857142857,1033,758.2857142857143,858,583.5714285714286
2021-01-08,140725,7103,760,13531,10984,77,70,275,478,564,866,993,3778,66916,73617,192,3547,8795,25867,25563,22199,20926,15963,17827,37,49,41,1,315,NA,Ireland,125,1,10,14.142857142857142,82,124.42857142857143,232,324.14285714285717,940,1203.4285714285713,916,1253.142857142857,769,1005.2857142857143,719,936.4285714285714,637,795.4285714285714,534,613.8571428571429
2021-01-09,147610,7310,761,13566,10988,78,70,285,493,586,886,1017,3893,70167,77210,233,3675,9099,27146,26870,23326,22045,16814,18596,38,51,39,1,316,NA,Ireland,207,1,41,19.571428571428573,128,126.85714285714286,304,326.7142857142857,1279,1243.4285714285713,1307,1298.142857142857,1127,1058.857142857143,1119,990.2857142857143,851,830.5714285714286,769,656
2021-01-10,152505,7488,796,13898,10989,80,72,290,496,599,901,1048,4000,72429,79850,226,3777,9350,28033,27722,24109,22802,17425,19248,38,51,39,1,317,NA,Ireland,178,35,-7,18.142857142857142,102,121.71428571428571,251,313.57142857142856,887,1207.4285714285713,852,1236.2857142857142,783,1036,757,973,611,801.1428571428571,652,668.2857142857143
2021-01-11,155575,7788,811,14459,11081,82,74,298,518,614,926,1085,4189,73926,81564,85,3835,9459,28490,28259,24613,23236,17838,19805,38,51,40,1,318,NA,Ireland,300,15,-141,-2.7142857142857144,58,113,109,283.2857142857143,457,1122.7142857142858,537,1162.4285714285713,504,989.5714285714286,434,924.8571428571429,413,764.1428571428571,557,675.7142857142857
2021-01-12,159102,8065,830,15454,11114,82,77,310,530,629,959,1118,4348,75541,83479,82,3890,9612,28988,28870,25191,23879,18311,20321,38,50,41,1,319,NA,Ireland,277,19,-3,-5.714285714285714,55,85,153,247.57142857142858,498,1036.4285714285713,611,1019.5714285714286,578,892.4285714285714,643,850.8571428571429,473,689.8571428571429,516,643.8571428571429
2021-01-13,163050,8317,857,16135,11168,85,78,320,556,645,983,1161,4487,77380,85615,55,3964,9779,29548,29520,25866,24547,18840,21047,38,50,43,1,320,NA,Ireland,252,27,-27,-12.571428571428571,74,91.28571428571429,167,227.42857142857142,560,882.1428571428571,650,927.1428571428571,675,831.5714285714286,668,804.5714285714286,529,649.5714285714286,726,658.8571428571429
2021-01-14,166549,8676,887,17487,11203,86,82,332,573,673,1025,1211,4692,78965,87522,62,4028,9926,30047,30102,26463,25136,19287,21521,38,49,45,1,321,NA,Ireland,359,30,7,-17.142857142857142,64,80.42857142857143,147,194.71428571428572,499,731.4285714285714,582,779.2857142857143,597,719,589,704.1428571428571,447,565.8571428571429,474,604
2021-01-15,169782,8918,890,17881,11263,88,85,344,592,690,1051,1239,4827,80464,89248,70,4104,10075,30482,30656,27003,25701,19685,22031,38,50,45,1,322,NA,Ireland,242,3,8,-17.428571428571427,76,79.57142857142857,149,182.85714285714286,435,659.2857142857143,554,727.5714285714286,540,686.2857142857143,565,682.1428571428571,398,531.7142857142857,510,600.5714285714286
2021-01-16,172722,9047,895,18677,11275,89,86,351,597,700,1064,1253,4905,81809,90842,71,4178,10237,30938,31159,27491,26176,20053,22426,38,50,45,1,323,NA,Ireland,129,5,1,-23.142857142857142,74,71.85714285714286,162,162.57142857142858,456,541.7142857142857,503,612.7142857142857,488,595,475,590.1428571428571,368,462.7142857142857,395,547.1428571428571
2021-01-17,174838,9206,940,19617,11294,92,86,360,607,713,1093,1277,4976,82817,91963,58,4217,10326,31280,31542,27876,26500,20302,22730,38,49,47,1,324,NA,Ireland,159,45,-13,-24,39,62.857142857142854,89,139.42857142857142,342,463.85714285714283,383,545.7142857142857,385,538.1428571428571,324,528.2857142857143,249,411,304,497.42857142857144
2021-01-18,176836,9485,966,20600,11368,94,90,365,625,734,1124,1317,5134,83715,93065,56,4262,10423,31564,31888,28205,26813,20535,23075,38,47,49,1,325,NA,Ireland,279,26,-2,-4.142857142857143,45,61,97,137.71428571428572,284,439.14285714285717,346,518.4285714285714,329,513.1428571428571,313,511,233,385.2857142857143,345,467.14285714285717
2021-01-19,179314,9732,979,21442,11414,98,93,385,636,765,1143,1352,5258,84811,94447,56,4305,10514,31874,32275,28654,27276,20839,23502,38,46,51,1,326,NA,Ireland,247,13,0,-3.7142857142857144,43,59.285714285714285,91,128.85714285714286,310,412.2857142857143,387,486.42857142857144,449,494.7142857142857,463,485.2857142857143,304,361.14285714285717,427,454.42857142857144
2021-01-20,181908,9923,991,21833,11461,100,96,400,652,781,1168,1384,5340,86055,95795,58,4362,10619,32206,32740,29114,27746,21164,23878,38,46,51,1,327,NA,Ireland,191,12,2,0.42857142857142855,57,56.857142857142854,105,120,332,379.7142857142857,465,460,460,464,470,457,325,332,376,404.42857142857144
2021-01-21,184274,10099,1009,22184,11485,104,97,407,663,794,1189,1418,5425,87205,97005,64,4421,10744,32342,33177,29502,28096,21454,24260,38,47,51,1,328,NA,Ireland,176,18,6,0.2857142857142857,59,56.142857142857146,125,116.85714285714286,136,327.85714285714283,437,439.2857142857143,388,434.14285714285717,350,422.85714285714283,290,309.57142857142856,382,391.2857142857143
2021-01-22,186176,10216,1009,22434,11518,105,99,418,673,802,1204,1431,5482,88087,98019,70,4473,10834,32812,33529,29810,28393,21657,24557,38,47,51,1,329,NA,Ireland,117,0,6,0,52,52.714285714285715,90,108.42857142857143,470,332.85714285714283,352,410.42857142857144,308,401,297,384.57142857142856,203,281.7142857142857,297,360.85714285714283
2021-01-23,187551,10303,1011,22610,11539,105,101,424,681,814,1209,1443,5524,88733,98751,67,4500,10913,33014,33786,30074,28605,21829,24749,38,47,51,1,330,NA,Ireland,87,2,-3,-0.5714285714285714,27,46,79,96.57142857142857,202,296.57142857142856,257,375.2857142857143,264,369,212,347,172,253.71428571428572,192,331.85714285714283
2021-01-24,188923,10415,1031,22856,11556,106,104,428,689,821,1221,1458,5586,89349,99503,71,4550,10979,33192,34025,30308,28818,21986,24985,38,47,51,1,331,NA,Ireland,112,20,4,1.8571428571428572,50,47.57142857142857,66,93.28571428571429,178,273.14285714285717,239,354.7142857142857,234,347.42857142857144,213,331.14285714285717,157,240.57142857142858,236,322.14285714285717
2021-01-25,189847,10494,1043,23032,11598,105,100,426,689,820,1225,1469,5658,89766,100007,74,4573,11023,33310,34168,30445,28960,22089,25199,38,47,51,1,332,NA,Ireland,79,12,3,2.5714285714285716,23,44.42857142857143,44,85.71428571428571,118,249.42857142857142,143,325.7142857142857,137,320,142,306.7142857142857,103,222,214,303.42857142857144
2021-01-26,191179,10550,1050,23260,11624,106,102,424,680,815,1227,1469,5725,90385,100721,73,4620,11088,33494,34374,30669,29167,22231,25456,38,47,51,1,333,NA,Ireland,56,7,-1,2.4285714285714284,47,45,65,82,184,231.42857142857142,206,299.85714285714283,224,287.85714285714283,207,270.14285714285717,142,198.85714285714286,257,279.14285714285717
2021-01-27,192638,10640,1053,23534,11645,107,101,418,685,817,1236,1483,5791,91080,101490,68,4657,11178,33713,34587,30919,29389,22383,25723,38,47,52,1,334,NA,Ireland,90,3,-5,1.4285714285714286,37,42.142857142857146,90,79.85714285714286,219,215.28571428571428,213,263.85714285714283,250,257.85714285714283,222,234.71428571428572,152,174.14285714285714,267,263.57142857142856
2021-01-28,193889,10758,1057,23732,11666,108,102,421,690,822,1252,1502,5859,91677,102153,59,4688,11241,33894,34798,31109,29586,22537,25956,38,47,52,1,335,NA,Ireland,118,4,-9,-0.7142857142857143,31,38.142857142857146,63,71,181,221.71428571428572,211,231.57142857142858,190,229.57142857142858,197,212.85714285714286,154,154.71428571428572,233,242.28571428571428
2021-01-29,195300,10873,1059,23934,11723,113,104,426,701,831,1264,1524,5908,92344,102892,64,4739,11333,34084,35058,31355,29813,22681,26159,38,47,52,1,336,NA,Ireland,115,2,5,-0.8571428571428571,51,38,92,71.28571428571429,190,181.71428571428572,260,218.42857142857142,246,220.71428571428572,227,202.85714285714286,144,146.28571428571428,203,228.85714285714286
2021-01-30,196491,10949,1063,24125,11727,113,104,430,699,838,1268,1534,5961,92892,103532,67,4780,11399,34275,35247,31587,29974,22803,26350,38,47,52,1,337,NA,Ireland,76,4,3,0,41,40,66,69.42857142857143,191,180.14285714285714,189,208.71428571428572,232,216.14285714285714,161,195.57142857142858,122,139.14285714285714,191,228.71428571428572
2021-01-31,197545,10950,1080,24328,11738,112,102,422,695,838,1256,1536,5987,93401,104077,67,4804,11451,34428,35425,31777,30132,22919,26528,38,46,52,1,338,NA,Ireland,1,17,0,-0.5714285714285714,24,36.285714285714285,52,67.42857142857143,153,176.57142857142858,178,200,190,209.85714285714286,158,187.71428571428572,116,133.28571428571428,178,220.42857142857142
2021-02-01,198417,11049,1093,24559,11800,114,106,428,705,841,1264,1550,6039,93819,104534,64,4826,11503,34560,35550,31934,30264,23011,26687,38,46,52,1,339,NA,Ireland,99,13,-3,-1.4285714285714286,22,36.142857142857146,52,68.57142857142857,132,178.57142857142858,125,197.42857142857142,157,212.71428571428572,132,186.28571428571428,92,131.71428571428572,159,212.57142857142858
2021-02-02,199426,11163,1116,24730,11819,114,107,438,716,849,1275,1561,6101,94282,105078,66,4860,11572,34702,35708,32096,30425,23117,26864,38,46,53,1,340,NA,Ireland,114,23,2,-1,34,34.285714285714285,69,69.14285714285714,142,172.57142857142858,158,190.57142857142858,162,203.85714285714286,161,179.71428571428572,106,126.57142857142857,177,201.14285714285714
2021-02-03,200716,11301,1132,24965,11845,116,109,440,727,856,1294,1585,6171,94894,105755,67,4893,11660,34920,35913,32303,30615,23271,27054,38,46,53,1,341,NA,Ireland,138,16,1,-0.14285714285714285,33,33.714285714285715,88,68.85714285714286,218,172.42857142857142,205,189.42857142857142,207,197.71428571428572,190,175.14285714285714,154,126.85714285714286,190,190.14285714285714
2021-02-04,201721,11440,1150,25183,11863,118,112,447,734,869,1306,1609,6242,95385,106284,52,4925,11742,35081,36080,32447,30768,23388,27206,38,46,53,1,342,NA,Ireland,139,18,-15,-1,32,33.857142857142854,82,71.57142857142857,161,169.57142857142858,167,183.14285714285714,144,191.14285714285714,153,168.85714285714286,117,121.57142857142857,152,178.57142857142858
2021-02-05,202544,11509,1153,25355,11899,119,113,450,737,880,1309,1620,6278,95796,106696,52,4960,11816,35196,36200,32625,30897,23455,27311,38,46,53,1,343,NA,Ireland,69,3,0,-1.7142857142857142,35,31.571428571428573,74,69,115,158.85714285714286,120,163.14285714285714,178,181.42857142857142,129,154.85714285714286,67,110.57142857142857,105,164.57142857142858
2021-02-06,203568,11533,1157,25449,11921,120,112,447,733,883,1307,1619,6309,96286,107229,53,4989,11916,35405,36368,32783,31043,23554,27426,38,46,53,1,344,NA,Ireland,24,4,1,-2,29,29.857142857142858,100,73.85714285714286,209,161.42857142857142,168,160.14285714285714,158,170.85714285714286,146,152.71428571428572,99,107.28571428571429,115,153.71428571428572
2021-02-07,204384,11584,1174,25590,11927,120,112,442,737,878,1314,1625,6353,96681,107651,52,5047,12002,35543,36493,32894,31162,23619,27540,38,46,53,1,345,NA,Ireland,51,17,-1,-2.142857142857143,58,34.714285714285715,86,78.71428571428571,138,159.28571428571428,125,152.57142857142858,111,159.57142857142858,119,147.14285714285714,65,100,114,144.57142857142858
2021-02-08,204933,11674,1181,25669,11953,122,116,447,742,886,1323,1638,6397,96960,107919,54,5069,12052,35631,36570,32991,31253,23666,27617,38,45,53,1,346,NA,Ireland,90,7,2,-1.4285714285714286,22,34.714285714285715,50,78.42857142857143,88,153,77,145.71428571428572,97,151,91,141.28571428571428,47,93.57142857142857,77,132.85714285714286
2021-02-09,205935,11749,1188,25831,11989,123,120,449,745,892,1335,1646,6436,97436,108444,55,5129,12158,35791,36742,33144,31386,23777,27725,38,45,54,1,347,NA,Ireland,75,7,1,-1.5714285714285714,60,38.42857142857143,106,83.71428571428571,160,155.57142857142858,172,147.71428571428572,153,149.71428571428572,133,137.28571428571428,111,94.28571428571429,108,123
2021-02-10,206799,11778,1196,25956,12033,125,121,446,745,889,1336,1651,6462,97838,108905,56,5168,12244,35939,36893,33293,31504,23864,27823,38,45,54,1,348,NA,Ireland,29,8,1,-1.5714285714285714,39,39.285714285714285,86,83.42857142857143,148,145.57142857142858,151,140,149,141.42857142857142,118,127,87,84.71428571428571,98,109.85714285714286
2021-02-11,207718,11867,1208,26063,12071,126,123,452,751,898,1347,1665,6502,98295,109369,54,5212,12333,36095,37066,33437,31613,23959,27932,38,45,54,1,349,NA,Ireland,89,12,-2,0.2857142857142857,44,41,89,84.42857142857143,156,144.85714285714286,173,140.85714285714286,144,141.42857142857142,109,120.71428571428571,95,81.57142857142857,109,103.71428571428571
2021-02-12,208794,11948,1208,26142,12112,128,127,459,762,903,1352,1671,6543,98818,109918,58,5260,12449,36350,37242,33598,31743,24052,28031,38,45,54,1,350,NA,Ireland,81,0,4,0.8571428571428571,48,42.857142857142854,116,90.42857142857143,255,164.85714285714286,176,148.85714285714286,161,139,130,120.85714285714286,93,85.28571428571429,99,102.85714285714286
2021-02-13,209581,11975,1208,26156,12111,128,128,460,764,906,1355,1675,6556,99232,110289,60,5315,12545,36514,37372,33710,31847,24109,28100,38,45,54,1,351,NA,Ireland,27,0,2,1,55,46.57142857142857,96,89.85714285714286,164,158.42857142857142,130,143.42857142857142,112,132.42857142857142,104,114.85714285714286,57,79.28571428571429,69,96.28571428571429
2021-02-14,210369,12030,1223,26279,12114,130,129,463,765,912,1360,1678,6590,99648,110659,62,5363,12635,36701,37501,33829,31947,24179,28170,38,45,54,1,352,NA,Ireland,55,15,2,1.4285714285714286,48,45.142857142857146,90,90.42857142857143,187,165.42857142857142,129,144,119,133.57142857142858,100,112.14285714285714,70,80,70,90
2021-02-15,211101,12127,1233,26392,12173,132,130,469,775,920,1372,1691,6635,100015,111023,63,5402,12722,36870,37619,33921,32028,24239,28256,38,45,54,1,353,NA,Ireland,97,10,1,1.2857142857142858,39,47.57142857142857,87,95.71428571428571,169,177,118,149.85714285714286,92,132.85714285714286,81,110.71428571428571,60,81.85714285714286,86,91.28571428571429
2021-02-16,211746,12200,1244,26433,12217,132,131,472,783,924,1380,1701,6674,100341,111342,63,5429,12769,37011,37709,34030,32126,24296,28332,38,45,55,1,354,NA,Ireland,73,11,0,1.1428571428571428,27,42.857142857142854,47,87.28571428571429,141,174.28571428571428,90,138.14285714285714,109,126.57142857142857,98,105.71428571428571,57,74.14285714285714,76,86.71428571428571
2021-02-17,212637,12290,1249,26549,12236,133,132,475,792,932,1385,1712,6726,100813,111757,67,5467,12841,37175,37868,34185,32236,24380,28581,38,44,55,1,355,NA,Ireland,90,5,4,1.5714285714285714,38,42.714285714285715,72,85.28571428571429,164,176.57142857142858,159,139.28571428571428,155,127.42857142857143,110,104.57142857142857,84,73.71428571428571,249,108.28571428571429
2021-02-18,213390,12326,1250,26607,12265,134,132,482,795,931,1386,1714,6749,101184,112138,68,5510,12911,37358,37966,34323,32337,24401,28506,38,44,55,1,356,NA,Ireland,36,1,1,2,43,42.57142857142857,70,82.57142857142857,183,180.42857142857142,98,128.57142857142858,138,126.57142857142857,101,103.42857142857143,21,63.142857142857146,-75,82
2021-02-19,214378,12381,1252,26653,12290,135,132,487,797,940,1388,1723,6836,101671,112637,70,5578,13008,37578,38136,34462,32423,24525,28624,38,44,55,1,357,NA,Ireland,55,2,2,1.7142857142857142,68,45.42857142857143,97,79.85714285714286,220,175.42857142857142,170,127.71428571428571,139,123.42857142857143,86,97.14285714285714,124,67.57142857142857,118,84.71428571428571
2021-02-20,215057,12513,1253,26701,12296,139,133,496,808,949,1403,1744,6838,102007,112979,71,5621,13084,37728,38243,34569,32490,24592,28686,38,44,55,1,358,NA,Ireland,132,1,1,1.5714285714285714,43,43.714285714285715,76,77,150,173.42857142857142,107,124.42857142857143,107,122.71428571428571,67,91.85714285714286,67,69,62,83.71428571428571
2021-02-21,215725,12575,1260,26787,12312,141,133,501,816,953,1415,1755,6858,102324,113331,70,5665,13159,37848,38348,34664,32596,24666,28735,38,44,55,1,359,NA,Ireland,62,7,-1,1.1428571428571428,44,43.142857142857146,75,74.85714285714286,120,163.85714285714286,105,121,95,119.28571428571429,106,92.71428571428571,74,69.57142857142857,49,80.71428571428571
2021-02-22,216296,12647,1271,26842,12393,142,133,503,823,963,1423,1763,6894,102598,113628,70,5700,13230,37966,38426,34750,32658,24718,28804,38,44,55,1,360,NA,Ireland,72,11,0,1,35,42.57142857142857,71,72.57142857142857,118,156.57142857142858,78,115.28571428571429,86,118.42857142857143,62,90,52,68.42857142857143,69,78.28571428571429
