Date,FID,AgeType,AgeGroup,Cases
2020-12-03,279,Age.,15_24,39
2020-12-03,279,Age.D7.,15_24,43.714285714285715
2020-12-03,279,Age.,25_34,47
2020-12-03,279,Age.D7.,25_34,39.857142857142854
2020-12-03,279,Age.,35_44,38
2020-12-03,279,Age.D7.,35_44,43
2020-12-03,279,Age.,45_54,38
2020-12-03,279,Age.D7.,45_54,33.714285714285715
2020-12-03,279,Age.,55_64,20
2020-12-03,279,Age.D7.,55_64,21.142857142857142
2020-12-03,279,Age.,65plus,30
2020-12-03,279,Age.D7.,65plus,32
2020-12-04,280,Age.,1_4,16
2020-12-04,280,Age.D7.,1_4,11.714285714285714
2020-12-04,280,Age.,5_14,49
2020-12-04,280,Age.D7.,5_14,34.857142857142854
2020-12-04,280,Age.,15_24,56
2020-12-04,280,Age.D7.,15_24,44.57142857142857
2020-12-04,280,Age.,25_34,84
2020-12-04,280,Age.D7.,25_34,47
2020-12-04,280,Age.,35_44,61
2020-12-04,280,Age.D7.,35_44,45.285714285714285
2020-12-04,280,Age.,45_54,60
2020-12-04,280,Age.D7.,45_54,38.714285714285715
2020-12-04,280,Age.,55_64,48
2020-12-04,280,Age.D7.,55_64,26
2020-12-04,280,Age.,65plus,79
2020-12-04,280,Age.D7.,65plus,38.857142857142854
2020-12-05,281,Age.,1_4,28
2020-12-05,281,Age.D7.,1_4,13.428571428571429
2020-12-05,281,Age.,5_14,51
2020-12-05,281,Age.D7.,5_14,36.285714285714285
2020-12-05,281,Age.,15_24,32
2020-12-05,281,Age.D7.,15_24,43.142857142857146
2020-12-05,281,Age.,25_34,41
2020-12-05,281,Age.D7.,25_34,45.857142857142854
2020-12-05,281,Age.,35_44,32
2020-12-05,281,Age.D7.,35_44,42.57142857142857
2020-12-05,281,Age.,45_54,34
2020-12-05,281,Age.D7.,45_54,38.57142857142857
2020-12-05,281,Age.,55_64,21
2020-12-05,281,Age.D7.,55_64,25
2020-12-05,281,Age.,65plus,42
2020-12-05,281,Age.D7.,65plus,40
2020-12-06,282,Age.,1_4,13
2020-12-06,282,Age.D7.,1_4,14
2020-12-06,282,Age.,5_14,33
2020-12-06,282,Age.D7.,5_14,36.42857142857143
2020-12-06,282,Age.,15_24,28
2020-12-06,282,Age.D7.,15_24,39.714285714285715
2020-12-06,282,Age.,25_34,35
2020-12-06,282,Age.D7.,25_34,43.714285714285715
2020-12-06,282,Age.,35_44,43
2020-12-06,282,Age.D7.,35_44,40.857142857142854
2020-12-06,282,Age.,45_54,33
2020-12-06,282,Age.D7.,45_54,37.142857142857146
2020-12-06,282,Age.,55_64,23
2020-12-06,282,Age.D7.,55_64,25.285714285714285
2020-12-06,282,Age.,65plus,33
2020-12-06,282,Age.D7.,65plus,39.714285714285715
2020-12-07,283,Age.,1_4,5
2020-12-07,283,Age.D7.,1_4,12.857142857142858
2020-12-07,283,Age.,5_14,24
2020-12-07,283,Age.D7.,5_14,36
2020-12-07,283,Age.,15_24,27
2020-12-07,283,Age.D7.,15_24,35.714285714285715
2020-12-07,283,Age.,25_34,37
2020-12-07,283,Age.D7.,25_34,44.285714285714285
2020-12-07,283,Age.,35_44,32
2020-12-07,283,Age.D7.,35_44,39.142857142857146
2020-12-07,283,Age.,45_54,34
2020-12-07,283,Age.D7.,45_54,36.285714285714285
2020-12-07,283,Age.,55_64,25
2020-12-07,283,Age.D7.,55_64,25.857142857142858
2020-12-07,283,Age.,65plus,21
2020-12-07,283,Age.D7.,65plus,37.857142857142854
2020-12-08,284,Age.,1_4,9
2020-12-08,284,Age.D7.,1_4,12.571428571428571
2020-12-08,284,Age.,5_14,25
2020-12-08,284,Age.D7.,5_14,35.142857142857146
2020-12-08,284,Age.,15_24,36
2020-12-08,284,Age.D7.,15_24,35.285714285714285
2020-12-08,284,Age.,25_34,32
2020-12-08,284,Age.D7.,25_34,43.857142857142854
2020-12-08,284,Age.,35_44,39
2020-12-08,284,Age.D7.,35_44,38.285714285714285
2020-12-08,284,Age.,45_54,33
2020-12-08,284,Age.D7.,45_54,36.42857142857143
2020-12-08,284,Age.,55_64,19
2020-12-08,284,Age.D7.,55_64,25.285714285714285
2020-12-08,284,Age.,65plus,28
2020-12-08,284,Age.D7.,65plus,37.142857142857146
2020-12-09,285,Age.,1_4,11
2020-12-09,285,Age.D7.,1_4,13.285714285714286
2020-12-09,285,Age.,5_14,41
2020-12-09,285,Age.D7.,5_14,38
2020-12-09,285,Age.,15_24,38
2020-12-09,285,Age.D7.,15_24,36.57142857142857
2020-12-09,285,Age.,25_34,47
2020-12-09,285,Age.D7.,25_34,46.142857142857146
2020-12-09,285,Age.,35_44,47
2020-12-09,285,Age.D7.,35_44,41.714285714285715
2020-12-09,285,Age.,45_54,44
2020-12-09,285,Age.D7.,45_54,39.42857142857143
2020-12-09,285,Age.,55_64,47
2020-12-09,285,Age.D7.,55_64,29
2020-12-09,285,Age.,65plus,27
2020-12-09,285,Age.D7.,65plus,37.142857142857146
2020-12-10,286,Age.,1_4,14
2020-12-10,286,Age.D7.,1_4,13.714285714285714
2020-12-10,286,Age.,5_14,33
2020-12-10,286,Age.D7.,5_14,36.57142857142857
2020-12-10,286,Age.,15_24,56
2020-12-10,286,Age.D7.,15_24,39
2020-12-10,286,Age.,25_34,57
2020-12-10,286,Age.D7.,25_34,47.57142857142857
2020-12-10,286,Age.,35_44,53
2020-12-10,286,Age.D7.,35_44,43.857142857142854
2020-12-10,286,Age.,45_54,53
2020-12-10,286,Age.D7.,45_54,41.57142857142857
2020-12-10,286,Age.,55_64,22
2020-12-10,286,Age.D7.,55_64,29.285714285714285
2020-12-10,286,Age.,65plus,26
2020-12-10,286,Age.D7.,65plus,36.57142857142857
2020-12-11,287,Age.,1_4,10
2020-12-11,287,Age.D7.,1_4,12.857142857142858
2020-12-11,287,Age.,5_14,31
2020-12-11,287,Age.D7.,5_14,34
2020-12-11,287,Age.,15_24,35
2020-12-11,287,Age.D7.,15_24,36
2020-12-11,287,Age.,25_34,51
2020-12-11,287,Age.D7.,25_34,42.857142857142854
2020-12-11,287,Age.,35_44,38
2020-12-11,287,Age.D7.,35_44,40.57142857142857
2020-12-11,287,Age.,45_54,40
2020-12-11,287,Age.D7.,45_54,38.714285714285715
2020-12-11,287,Age.,55_64,19
2020-12-11,287,Age.D7.,55_64,25.142857142857142
2020-12-11,287,Age.,65plus,23
2020-12-11,287,Age.D7.,65plus,28.571428571428573
2020-12-12,288,Age.,1_4,18
2020-12-12,288,Age.D7.,1_4,11.428571428571429
2020-12-12,288,Age.,5_14,58
2020-12-12,288,Age.D7.,5_14,35
2020-12-12,288,Age.,15_24,74
2020-12-12,288,Age.D7.,15_24,42
2020-12-12,288,Age.,25_34,74
2020-12-12,288,Age.D7.,25_34,47.57142857142857
2020-12-12,288,Age.,35_44,61
2020-12-12,288,Age.D7.,35_44,44.714285714285715
2020-12-12,288,Age.,45_54,68
2020-12-12,288,Age.D7.,45_54,43.57142857142857
2020-12-12,288,Age.,55_64,33
2020-12-12,288,Age.D7.,55_64,26.857142857142858
2020-12-12,288,Age.,65plus,43
2020-12-12,288,Age.D7.,65plus,28.714285714285715
2020-12-13,289,Age.,1_4,2
2020-12-13,289,Age.D7.,1_4,9.857142857142858
2020-12-13,289,Age.,5_14,39
2020-12-13,289,Age.D7.,5_14,35.857142857142854
2020-12-13,289,Age.,15_24,45
2020-12-13,289,Age.D7.,15_24,44.42857142857143
2020-12-13,289,Age.,25_34,37
2020-12-13,289,Age.D7.,25_34,47.857142857142854
2020-12-13,289,Age.,35_44,48
2020-12-13,289,Age.D7.,35_44,45.42857142857143
2020-12-13,289,Age.,45_54,32
2020-12-13,289,Age.D7.,45_54,43.42857142857143
2020-12-13,289,Age.,55_64,21
2020-12-13,289,Age.D7.,55_64,26.571428571428573
2020-12-13,289,Age.,65plus,38
2020-12-13,289,Age.D7.,65plus,29.428571428571427
2020-12-14,290,Age.,1_4,5
2020-12-14,290,Age.D7.,1_4,9.857142857142858
2020-12-14,290,Age.,5_14,40
2020-12-14,290,Age.D7.,5_14,38.142857142857146
2020-12-14,290,Age.,15_24,60
2020-12-14,290,Age.D7.,15_24,49.142857142857146
2020-12-14,290,Age.,25_34,45
2020-12-14,290,Age.D7.,25_34,49
2020-12-14,290,Age.,35_44,57
2020-12-14,290,Age.D7.,35_44,49
2020-12-14,290,Age.,45_54,35
2020-12-14,290,Age.D7.,45_54,43.57142857142857
2020-12-14,290,Age.,55_64,38
2020-12-14,290,Age.D7.,55_64,28.428571428571427
2020-12-14,290,Age.,65plus,39
2020-12-14,290,Age.D7.,65plus,32
2020-12-15,291,Age.,1_4,18
2020-12-15,291,Age.D7.,1_4,11.142857142857142
2020-12-15,291,Age.,5_14,58
2020-12-15,291,Age.D7.,5_14,42.857142857142854
2020-12-15,291,Age.,15_24,63
2020-12-15,291,Age.D7.,15_24,53
2020-12-15,291,Age.,25_34,65
2020-12-15,291,Age.D7.,25_34,53.714285714285715
2020-12-15,291,Age.,35_44,78
2020-12-15,291,Age.D7.,35_44,54.57142857142857
2020-12-15,291,Age.,45_54,67
2020-12-15,291,Age.D7.,45_54,48.42857142857143
2020-12-15,291,Age.,55_64,47
2020-12-15,291,Age.D7.,55_64,32.42857142857143
2020-12-15,291,Age.,65plus,31
2020-12-15,291,Age.D7.,65plus,32.42857142857143
2020-12-16,292,Age.,1_4,18
2020-12-16,292,Age.D7.,1_4,12.142857142857142
2020-12-16,292,Age.,5_14,37
2020-12-16,292,Age.D7.,5_14,42.285714285714285
2020-12-16,292,Age.,15_24,72
2020-12-16,292,Age.D7.,15_24,57.857142857142854
2020-12-16,292,Age.,25_34,88
2020-12-16,292,Age.D7.,25_34,59.57142857142857
2020-12-16,292,Age.,35_44,68
2020-12-16,292,Age.D7.,35_44,57.57142857142857
2020-12-16,292,Age.,45_54,78
2020-12-16,292,Age.D7.,45_54,53.285714285714285
2020-12-16,292,Age.,55_64,63
2020-12-16,292,Age.D7.,55_64,34.714285714285715
2020-12-16,292,Age.,65plus,55
2020-12-16,292,Age.D7.,65plus,36.42857142857143
2020-12-17,293,Age.,1_4,19
2020-12-17,293,Age.D7.,1_4,12.857142857142858
2020-12-17,293,Age.,5_14,46
2020-12-17,293,Age.D7.,5_14,44.142857142857146
2020-12-17,293,Age.,15_24,71
2020-12-17,293,Age.D7.,15_24,60
2020-12-17,293,Age.,25_34,127
2020-12-17,293,Age.D7.,25_34,69.57142857142857
2020-12-17,293,Age.,35_44,85
2020-12-17,293,Age.D7.,35_44,62.142857142857146
2020-12-17,293,Age.,45_54,72
2020-12-17,293,Age.D7.,45_54,56
2020-12-17,293,Age.,55_64,78
2020-12-17,293,Age.D7.,55_64,42.714285714285715
2020-12-17,293,Age.,65plus,79
2020-12-17,293,Age.D7.,65plus,44
2020-12-18,294,Age.,1_4,23
2020-12-18,294,Age.D7.,1_4,14.714285714285714
2020-12-18,294,Age.,5_14,59
2020-12-18,294,Age.D7.,5_14,48.142857142857146
2020-12-18,294,Age.,15_24,70
2020-12-18,294,Age.D7.,15_24,65
2020-12-18,294,Age.,25_34,97
2020-12-18,294,Age.D7.,25_34,76.14285714285714
2020-12-18,294,Age.,35_44,96
2020-12-18,294,Age.D7.,35_44,70.42857142857143
2020-12-18,294,Age.,45_54,83
2020-12-18,294,Age.D7.,45_54,62.142857142857146
2020-12-18,294,Age.,55_64,59
2020-12-18,294,Age.D7.,55_64,48.42857142857143
2020-12-18,294,Age.,65plus,42
2020-12-18,294,Age.D7.,65plus,46.714285714285715
2020-12-19,295,Age.,1_4,33
2020-12-19,295,Age.D7.,1_4,16.857142857142858
2020-12-19,295,Age.,5_14,72
2020-12-19,295,Age.D7.,5_14,50.142857142857146
2020-12-19,295,Age.,15_24,159
2020-12-19,295,Age.D7.,15_24,77.14285714285714
2020-12-19,295,Age.,25_34,118
2020-12-19,295,Age.D7.,25_34,82.42857142857143
2020-12-19,295,Age.,35_44,133
2020-12-19,295,Age.D7.,35_44,80.71428571428571
2020-12-19,295,Age.,45_54,102
2020-12-19,295,Age.D7.,45_54,67
2020-12-19,295,Age.,55_64,77
2020-12-19,295,Age.D7.,55_64,54.714285714285715
2020-12-19,295,Age.,65plus,67
2020-12-19,295,Age.D7.,65plus,50.142857142857146
2020-12-20,296,Age.,1_4,33
2020-12-20,296,Age.D7.,1_4,21.285714285714285
2020-12-20,296,Age.,5_14,69
2020-12-20,296,Age.D7.,5_14,54.42857142857143
2020-12-20,296,Age.,15_24,97
2020-12-20,296,Age.D7.,15_24,84.57142857142857
2020-12-20,296,Age.,25_34,133
2020-12-20,296,Age.D7.,25_34,96.14285714285714
2020-12-20,296,Age.,35_44,110
2020-12-20,296,Age.D7.,35_44,89.57142857142857
2020-12-20,296,Age.,45_54,106
2020-12-20,296,Age.D7.,45_54,77.57142857142857
2020-12-20,296,Age.,55_64,82
2020-12-20,296,Age.D7.,55_64,63.42857142857143
2020-12-20,296,Age.,65plus,88
2020-12-20,296,Age.D7.,65plus,57.285714285714285
2020-12-21,297,Age.,1_4,49
2020-12-21,297,Age.D7.,1_4,27.571428571428573
2020-12-21,297,Age.,5_14,90
2020-12-21,297,Age.D7.,5_14,61.57142857142857
2020-12-21,297,Age.,15_24,143
2020-12-21,297,Age.D7.,15_24,96.42857142857143
2020-12-21,297,Age.,25_34,160
2020-12-21,297,Age.D7.,25_34,112.57142857142857
2020-12-21,297,Age.,35_44,172
2020-12-21,297,Age.D7.,35_44,106
2020-12-21,297,Age.,45_54,139
2020-12-21,297,Age.D7.,45_54,92.42857142857143
2020-12-21,297,Age.,55_64,103
2020-12-21,297,Age.D7.,55_64,72.71428571428571
2020-12-21,297,Age.,65plus,103
2020-12-21,297,Age.D7.,65plus,66.42857142857143
2020-12-22,298,Age.,1_4,29
2020-12-22,298,Age.D7.,1_4,29.142857142857142
2020-12-22,298,Age.,5_14,68
2020-12-22,298,Age.D7.,5_14,63
2020-12-22,298,Age.,15_24,191
2020-12-22,298,Age.D7.,15_24,114.71428571428571
2020-12-22,298,Age.,25_34,157
2020-12-22,298,Age.D7.,25_34,125.71428571428571
2020-12-22,298,Age.,35_44,162
2020-12-22,298,Age.D7.,35_44,118
2020-12-22,298,Age.,45_54,130
2020-12-22,298,Age.D7.,45_54,101.42857142857143
2020-12-22,298,Age.,55_64,106
2020-12-22,298,Age.D7.,55_64,81.14285714285714
2020-12-22,298,Age.,65plus,91
2020-12-22,298,Age.D7.,65plus,75
2020-12-23,299,Age.,1_4,38
2020-12-23,299,Age.D7.,1_4,32
2020-12-23,299,Age.,5_14,71
2020-12-23,299,Age.D7.,5_14,67.85714285714286
2020-12-23,299,Age.,15_24,193
2020-12-23,299,Age.D7.,15_24,132
2020-12-23,299,Age.,25_34,177
2020-12-23,299,Age.D7.,25_34,138.42857142857142
2020-12-23,299,Age.,35_44,145
2020-12-23,299,Age.D7.,35_44,129
2020-12-23,299,Age.,45_54,130
2020-12-23,299,Age.D7.,45_54,108.85714285714286
2020-12-23,299,Age.,55_64,89
2020-12-23,299,Age.D7.,55_64,84.85714285714286
2020-12-23,299,Age.,65plus,79
2020-12-23,299,Age.D7.,65plus,78.42857142857143
2020-12-24,300,Age.,1_4,37
2020-12-24,300,Age.D7.,1_4,34.57142857142857
2020-12-24,300,Age.,5_14,79
2020-12-24,300,Age.D7.,5_14,72.57142857142857
2020-12-24,300,Age.,15_24,195
2020-12-24,300,Age.D7.,15_24,149.71428571428572
2020-12-24,300,Age.,25_34,193
2020-12-24,300,Age.D7.,25_34,147.85714285714286
2020-12-24,300,Age.,35_44,178
2020-12-24,300,Age.D7.,35_44,142.28571428571428
2020-12-24,300,Age.,45_54,133
2020-12-24,300,Age.D7.,45_54,117.57142857142857
2020-12-24,300,Age.,55_64,105
2020-12-24,300,Age.D7.,55_64,88.71428571428571
2020-12-24,300,Age.,65plus,98
2020-12-24,300,Age.D7.,65plus,81.14285714285714
2020-12-25,301,Age.,1_4,35
2020-12-25,301,Age.D7.,1_4,36.285714285714285
2020-12-25,301,Age.,5_14,99
2020-12-25,301,Age.D7.,5_14,78.28571428571429
2020-12-25,301,Age.,15_24,290
2020-12-25,301,Age.D7.,15_24,181.14285714285714
2020-12-25,301,Age.,25_34,260
2020-12-25,301,Age.D7.,25_34,171.14285714285714
2020-12-25,301,Age.,35_44,169
2020-12-25,301,Age.D7.,35_44,152.71428571428572
2020-12-25,301,Age.,45_54,176
2020-12-25,301,Age.D7.,45_54,130.85714285714286
2020-12-25,301,Age.,55_64,155
2020-12-25,301,Age.D7.,55_64,102.42857142857143
2020-12-25,301,Age.,65plus,109
2020-12-25,301,Age.D7.,65plus,90.71428571428571
2020-12-26,302,Age.,1_4,17
2020-12-26,302,Age.D7.,1_4,34
2020-12-26,302,Age.,5_14,41
2020-12-26,302,Age.D7.,5_14,73.85714285714286
2020-12-26,302,Age.,15_24,142
2020-12-26,302,Age.D7.,15_24,178.71428571428572
2020-12-26,302,Age.,25_34,173
2020-12-26,302,Age.D7.,25_34,179
2020-12-26,302,Age.,35_44,107
2020-12-26,302,Age.D7.,35_44,149
2020-12-26,302,Age.,45_54,98
2020-12-26,302,Age.D7.,45_54,130.28571428571428
2020-12-26,302,Age.,55_64,78
2020-12-26,302,Age.D7.,55_64,102.57142857142857
2020-12-26,302,Age.,65plus,88
2020-12-26,302,Age.D7.,65plus,93.71428571428571
2020-12-27,303,Age.,1_4,34
2020-12-27,303,Age.D7.,1_4,34.142857142857146
2020-12-27,303,Age.,5_14,44
2020-12-27,303,Age.D7.,5_14,70.28571428571429
2020-12-27,303,Age.,15_24,155
2020-12-27,303,Age.D7.,15_24,187
2020-12-27,303,Age.,25_34,168
2020-12-27,303,Age.D7.,25_34,184
2020-12-27,303,Age.,35_44,130
2020-12-27,303,Age.D7.,35_44,151.85714285714286
2020-12-27,303,Age.,45_54,89
2020-12-27,303,Age.D7.,45_54,127.85714285714286
2020-12-27,303,Age.,55_64,77
2020-12-27,303,Age.D7.,55_64,101.85714285714286
2020-12-27,303,Age.,65plus,67
2020-12-27,303,Age.D7.,65plus,90.71428571428571
2020-12-28,304,Age.,1_4,39
2020-12-28,304,Age.D7.,1_4,32.714285714285715
2020-12-28,304,Age.,5_14,113
2020-12-28,304,Age.D7.,5_14,73.57142857142857
2020-12-28,304,Age.,15_24,317
2020-12-28,304,Age.D7.,15_24,211.85714285714286
2020-12-28,304,Age.,25_34,326
2020-12-28,304,Age.D7.,25_34,207.71428571428572
2020-12-28,304,Age.,35_44,219
2020-12-28,304,Age.D7.,35_44,158.57142857142858
2020-12-28,304,Age.,45_54,207
2020-12-28,304,Age.D7.,45_54,137.57142857142858
2020-12-28,304,Age.,55_64,167
2020-12-28,304,Age.D7.,55_64,111
2020-12-28,304,Age.,65plus,158
2020-12-28,304,Age.D7.,65plus,98.57142857142857
2020-12-29,305,Age.,1_4,39
2020-12-29,305,Age.D7.,1_4,34.142857142857146
2020-12-29,305,Age.,5_14,88
2020-12-29,305,Age.D7.,5_14,76.42857142857143
2020-12-29,305,Age.,15_24,396
2020-12-29,305,Age.D7.,15_24,241.14285714285714
2020-12-29,305,Age.,25_34,341
2020-12-29,305,Age.D7.,25_34,234
2020-12-29,305,Age.,35_44,268
2020-12-29,305,Age.D7.,35_44,173.71428571428572
2020-12-29,305,Age.,45_54,245
2020-12-29,305,Age.D7.,45_54,154
2020-12-29,305,Age.,55_64,189
2020-12-29,305,Age.D7.,55_64,122.85714285714286
2020-12-29,305,Age.,65plus,133
2020-12-29,305,Age.D7.,65plus,104.57142857142857
2020-12-30,306,Age.,1_4,32
2020-12-30,306,Age.D7.,1_4,33.285714285714285
2020-12-30,306,Age.,5_14,76
2020-12-30,306,Age.D7.,5_14,77.14285714285714
2020-12-30,306,Age.,15_24,374
2020-12-30,306,Age.D7.,15_24,267
2020-12-30,306,Age.,25_34,351
2020-12-30,306,Age.D7.,25_34,258.85714285714283
2020-12-30,306,Age.,35_44,218
2020-12-30,306,Age.D7.,35_44,184.14285714285714
2020-12-30,306,Age.,45_54,229
2020-12-30,306,Age.D7.,45_54,168.14285714285714
2020-12-30,306,Age.,55_64,179
2020-12-30,306,Age.D7.,55_64,135.71428571428572
2020-12-30,306,Age.,65plus,180
2020-12-30,306,Age.D7.,65plus,119
2020-12-31,307,Age.,1_4,35
2020-12-31,307,Age.D7.,1_4,33
2020-12-31,307,Age.,5_14,89
2020-12-31,307,Age.D7.,5_14,78.57142857142857
2020-12-31,307,Age.,15_24,384
2020-12-31,307,Age.D7.,15_24,294
2020-12-31,307,Age.,25_34,367
2020-12-31,307,Age.D7.,25_34,283.7142857142857
2020-12-31,307,Age.,35_44,252
2020-12-31,307,Age.D7.,35_44,194.71428571428572
2020-12-31,307,Age.,45_54,238
2020-12-31,307,Age.D7.,45_54,183.14285714285714
2020-12-31,307,Age.,55_64,205
2020-12-31,307,Age.D7.,55_64,150
2020-12-31,307,Age.,65plus,184
2020-12-31,307,Age.D7.,65plus,131.28571428571428
2021-01-01,308,Age.,1_4,102
2021-01-01,308,Age.D7.,1_4,42.57142857142857
2021-01-01,308,Age.,5_14,189
2021-01-01,308,Age.D7.,5_14,91.42857142857143
2021-01-01,308,Age.,15_24,784
2021-01-01,308,Age.D7.,15_24,364.57142857142856
2021-01-01,308,Age.,25_34,612
2021-01-01,308,Age.D7.,25_34,334
2021-01-01,308,Age.,35_44,524
2021-01-01,308,Age.D7.,35_44,245.42857142857142
2021-01-01,308,Age.,45_54,483
2021-01-01,308,Age.D7.,45_54,227
2021-01-01,308,Age.,55_64,377
2021-01-01,308,Age.D7.,55_64,181.71428571428572
2021-01-01,308,Age.,65plus,322
2021-01-01,308,Age.D7.,65plus,161.71428571428572
2021-01-02,309,Age.,1_4,111
2021-01-02,309,Age.D7.,1_4,56
2021-01-02,309,Age.,5_14,286
2021-01-02,309,Age.D7.,5_14,126.42857142857143
2021-01-02,309,Age.,15_24,999
2021-01-02,309,Age.D7.,15_24,487
2021-01-02,309,Age.,25_34,992
2021-01-02,309,Age.D7.,25_34,451
2021-01-02,309,Age.,35_44,752
2021-01-02,309,Age.D7.,35_44,337.57142857142856
2021-01-02,309,Age.,45_54,742
2021-01-02,309,Age.D7.,45_54,319
2021-01-02,309,Age.,55_64,605
2021-01-02,309,Age.D7.,55_64,257
2021-01-02,309,Age.,65plus,474
2021-01-02,309,Age.D7.,65plus,216.85714285714286
2021-01-03,310,Age.,1_4,138
2021-01-03,310,Age.D7.,1_4,70.85714285714286
2021-01-03,310,Age.,5_14,343
2021-01-03,310,Age.D7.,5_14,169.14285714285714
2021-01-03,310,Age.,15_24,1139
2021-01-03,310,Age.D7.,15_24,627.5714285714286
2021-01-03,310,Age.,25_34,1285
2021-01-03,310,Age.D7.,25_34,610.5714285714286
2021-01-03,310,Age.,35_44,943
2021-01-03,310,Age.D7.,35_44,453.7142857142857
2021-01-03,310,Age.,45_54,878
2021-01-03,310,Age.D7.,45_54,431.7142857142857
2021-01-03,310,Age.,55_64,817
2021-01-03,310,Age.D7.,55_64,362.7142857142857
2021-01-03,310,Age.,65plus,566
2021-01-03,310,Age.D7.,65plus,288.14285714285717
2021-01-04,311,Age.,1_4,119
2021-01-04,311,Age.D7.,1_4,82.28571428571429
2021-01-04,311,Age.,5_14,321
2021-01-04,311,Age.D7.,5_14,198.85714285714286
2021-01-04,311,Age.,15_24,1050
2021-01-04,311,Age.D7.,15_24,732.2857142857143
2021-01-04,311,Age.,25_34,1054
2021-01-04,311,Age.D7.,25_34,714.5714285714286
2021-01-04,311,Age.,35_44,829
2021-01-04,311,Age.D7.,35_44,540.8571428571429
2021-01-04,311,Age.,45_54,771
2021-01-04,311,Age.D7.,45_54,512.2857142857143
2021-01-04,311,Age.,55_64,672
2021-01-04,311,Age.D7.,55_64,434.85714285714283
2021-01-04,311,Age.,65plus,505
2021-01-04,311,Age.D7.,65plus,337.7142857142857
2021-01-05,312,Age.,1_4,251
2021-01-05,312,Age.D7.,1_4,112.57142857142857
2021-01-05,312,Age.,5_14,403
2021-01-05,312,Age.D7.,5_14,243.85714285714286
2021-01-05,312,Age.,15_24,1102
2021-01-05,312,Age.D7.,15_24,833.1428571428571
2021-01-05,312,Age.,25_34,1611
2021-01-05,312,Age.D7.,25_34,896
2021-01-05,312,Age.,35_44,1258
2021-01-05,312,Age.D7.,35_44,682.2857142857143
2021-01-05,312,Age.,45_54,1161
2021-01-05,312,Age.D7.,45_54,643.1428571428571
2021-01-05,312,Age.,55_64,993
2021-01-05,312,Age.D7.,55_64,549.7142857142857
2021-01-05,312,Age.,65plus,739
2021-01-05,312,Age.D7.,65plus,424.2857142857143
2021-01-06,313,Age.,1_4,30
2021-01-06,313,Age.D7.,1_4,112.28571428571429
2021-01-06,313,Age.,5_14,308
2021-01-06,313,Age.D7.,5_14,277
2021-01-06,313,Age.,15_24,1640
2021-01-06,313,Age.D7.,15_24,1014
2021-01-06,313,Age.,25_34,1297
2021-01-06,313,Age.D7.,25_34,1031.142857142857
2021-01-06,313,Age.,35_44,1101
2021-01-06,313,Age.D7.,35_44,808.4285714285714
2021-01-06,313,Age.,45_54,992
2021-01-06,313,Age.D7.,45_54,752.1428571428571
2021-01-06,313,Age.,55_64,811
2021-01-06,313,Age.D7.,55_64,640
2021-01-06,313,Age.,65plus,621
2021-01-06,313,Age.D7.,65plus,487.2857142857143
2021-01-07,314,Age.,1_4,140
2021-01-07,314,Age.D7.,1_4,127.28571428571429
2021-01-07,314,Age.,5_14,376
2021-01-07,314,Age.D7.,5_14,318
2021-01-07,314,Age.,15_24,1554
2021-01-07,314,Age.D7.,15_24,1181.142857142857
2021-01-07,314,Age.,25_34,1617
2021-01-07,314,Age.D7.,25_34,1209.7142857142858
2021-01-07,314,Age.,35_44,1385
2021-01-07,314,Age.D7.,35_44,970.2857142857143
2021-01-07,314,Age.,45_54,1292
2021-01-07,314,Age.D7.,45_54,902.7142857142857
2021-01-07,314,Age.,55_64,1033
2021-01-07,314,Age.D7.,55_64,758.2857142857143
2021-01-07,314,Age.,65plus,858
2021-01-07,314,Age.D7.,65plus,583.5714285714286
2021-01-08,315,Age.,1_4,82
2021-01-08,315,Age.D7.,1_4,124.42857142857143
2021-01-08,315,Age.,5_14,232
2021-01-08,315,Age.D7.,5_14,324.14285714285717
2021-01-08,315,Age.,15_24,940
2021-01-08,315,Age.D7.,15_24,1203.4285714285713
2021-01-08,315,Age.,25_34,916
2021-01-08,315,Age.D7.,25_34,1253.142857142857
2021-01-08,315,Age.,35_44,769
2021-01-08,315,Age.D7.,35_44,1005.2857142857143
2021-01-08,315,Age.,45_54,719
2021-01-08,315,Age.D7.,45_54,936.4285714285714
2021-01-08,315,Age.,55_64,637
2021-01-08,315,Age.D7.,55_64,795.4285714285714
2021-01-08,315,Age.,65plus,534
2021-01-08,315,Age.D7.,65plus,613.8571428571429
2021-01-09,316,Age.,1_4,128
2021-01-09,316,Age.D7.,1_4,126.85714285714286
2021-01-09,316,Age.,5_14,304
2021-01-09,316,Age.D7.,5_14,326.7142857142857
2021-01-09,316,Age.,15_24,1279
2021-01-09,316,Age.D7.,15_24,1243.4285714285713
2021-01-09,316,Age.,25_34,1307
2021-01-09,316,Age.D7.,25_34,1298.142857142857
2021-01-09,316,Age.,35_44,1127
2021-01-09,316,Age.D7.,35_44,1058.857142857143
2021-01-09,316,Age.,45_54,1119
2021-01-09,316,Age.D7.,45_54,990.2857142857143
2021-01-09,316,Age.,55_64,851
2021-01-09,316,Age.D7.,55_64,830.5714285714286
2021-01-09,316,Age.,65plus,769
2021-01-09,316,Age.D7.,65plus,656
2021-01-10,317,Age.,1_4,102
2021-01-10,317,Age.D7.,1_4,121.71428571428571
2021-01-10,317,Age.,5_14,251
2021-01-10,317,Age.D7.,5_14,313.57142857142856
